Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-October-2012,1287.80,1302.40,1285.00,1289.40,1291.224070261227641230,62168,2917,80272818.00,27991,45.02,17.40,1.60
9-October-2012,1293.50,1298.95,1286.00,1295.15,1292.587402731459425123,50376,2734,65115383.00,12499,24.81,12.95,1.65
8-October-2012,1307.00,1315.70,1285.25,1290.70,1299.310614369795930978,64733,3077,84108274.00,26636,41.15,30.45,-16.30
5-October-2012,1315.00,1317.05,1269.95,1303.75,1298.335253906999225121,130343,6215,169228912.00,38792,29.76,47.10,-11.25
4-October-2012,1320.00,1320.65,1308.25,1315.05,1314.968232296930201134,142094,3182,186849096.00,15367,10.81,12.40,-4.95
3-October-2012,1304.00,1324.80,1300.95,1321.65,1316.975747663045244310,92321,4579,121584518.00,34334,37.19,23.85,17.65
1-October-2012,1298.00,1309.95,1295.60,1302.60,1302.443242075965160640,83354,4007,108563854.00,34048,40.85,14.35,4.60
28-September-2012,1278.00,1306.00,1276.55,1294.00,1295.807117112543783948,98495,5420,127630522.00,22005,22.34,29.45,16.00
27-September-2012,1283.00,1299.00,1261.10,1269.30,1281.165637585880123193,135072,5577,173049605.00,47837,35.42,37.90,-13.70
26-September-2012,1302.00,1305.00,1283.25,1286.35,1290.972711643118447756,77359,3771,99868358.00,18834,24.35,21.75,-15.65
25-September-2012,1290.00,1309.50,1283.00,1294.65,1298.151097732552432680,122252,5804,158701568.00,29708,24.30,26.50,4.65
24-September-2012,1306.00,1314.00,1277.50,1288.70,1287.063833031043818836,190215,8490,244818847.00,81253,42.72,36.50,-17.30
21-September-2012,1321.80,1332.90,1299.00,1303.30,1315.025560949384102085,126482,5755,166327063.00,52218,41.28,33.90,-18.50
20-September-2012,1299.00,1331.35,1290.10,1321.50,1321.804173733500479315,135610,6911,179249864.00,34498,25.44,41.25,22.50
18-September-2012,1341.00,1344.00,1296.10,1300.40,1315.057761193392621561,234223,11598,308016774.00,88222,37.67,47.90,-40.60
17-September-2012,1416.00,1420.65,1336.45,1340.90,1359.904244149097842004,289528,8560,393730356.00,174636,60.32,84.20,-75.10
14-September-2012,1425.00,1438.00,1402.20,1411.95,1413.111614586506982489,180523,7216,255099148.00,110593,61.26,35.80,-13.05
13-September-2012,1410.00,1424.50,1410.00,1415.40,1416.240298641489102407,77953,3348,110400180.00,23328,29.93,14.50,5.40
12-September-2012,1390.00,1420.00,1390.00,1412.40,1411.293538266396967323,208133,7411,293736758.00,110132,52.91,30.00,22.40
11-September-2012,1356.80,1395.00,1356.80,1391.55,1384.476156268994861026,54291,3169,75164595.00,9921,18.27,38.20,34.75
10-September-2012,1387.00,1387.00,1350.00,1372.25,1374.131495628431173207,34427,1987,47307225.00,7358,21.37,37.00,-14.75
